brand,model,price,fuel,transmission,km,year,location
Opel,Astra 5p 120 Aniversario 1.0 Turbo 77 kW (105 CV) Start/Stop,15500.0,Gasolina,Manual,8000.0,2019,Guipúzcoa
Opel,Crossland X X 1.2T S&S Design Line - 120 Aniversario 110 Design Line - 120 Aniversario,16495.0,Gasolina,Manual,14736.0,2019,Madrid
Opel,Crossland X X 1.2T S&S Design Line Aut. 110 Design Line,16495.0,Gasolina,Automático,14489.0,2019,Madrid
Opel,Mokka X X 1.4T S&S Selective 4x2 Selective,16495.0,Gasolina,Manual,31474.0,2019,Madrid
Peugeot,3008 1.2 Puretech 130cv S&S Active,25319.0,Gasolina,Manual,2.0,2020,Madrid
Peugeot, 1.6 BlueHDi 75cv S&S Style,9900.0,Diésel,Manual,42523.0,2016,Madrid
Peugeot, 1.6 BlueHDi 120cv S&S Allure,16490.0,Diésel,Manual,31773.0,2018,Madrid
Audi,Q3 2.0 TDI 150cv Sport edition,22490.0,Diésel,Manual,54523.0,2017,Madrid
Opel,Mokka X 1.6 CDTi 136 CV 4X2 S&S Selective,13490.0,Diésel,Manual,73776.0,2016,Madrid
Volvo,V90 D4 181CV AT MOMENTUM,33900.0,Diésel,Automático,29300.0,2019,Navarra
DS,DS 3 PureTech 73 kW Manual PERFORMANCE LINE Performance Line,20500.0,Gasolina,Manual,22549.0,2019,Baleares
Fiat,500S S 1.2 8v 51KW (69 CV),12500.0,Gasolina,Automático,9739.0,2020,Málaga
Peugeot,"3008 1.2 PURETECH 96KW (130CV) ACTIVE S&,S",20500.0,Gasolina,Manual,27300.0,2018,Málaga
Citroen,C3 Aircross Puretech S&S Feel 110 Feel,16499.0,Gasolina,Manual,24706.0,2019,Madrid
Citroen,C3 Aircross Puretech Feel 82 Feel,14999.0,Gasolina,Manual,49189.0,2019,Madrid
Alfa Romeo,Stelvio 2.2 Veloce Q4 210 Aut. Veloce,42990.0,Diésel,Automático,10000.0,2020,Ávila
Peugeot,"3008 1.2 PURETECH 96KW (130CV) ACTIVE S&,S",20500.0,Gasolina,Manual,27300.0,2018,Almería
Fiat,500S S 1.2 8v 51KW (69 CV),12500.0,Gasolina,Automático,9739.0,2020,Almería
Ford,C-MAX 1.0 EcoBoost 92kW (125CV) Titanium,13900.0,Gasolina,Manual,63964.0,2018,Almería
Audi,A3 Sportback 2.0 TDI 150CV clean Attraction,18500.0,Diésel,Manual,71707.0,2016,Almería
Mercedes-Benz,CLA 220 d,22500.0,Diésel,Automático,100708.0,2016,Almería
Audi,A3 Sportback 2.0 TDI 150CV clean Attraction,18500.0,Diésel,Manual,71707.0,2016,Málaga
Ford,C-MAX 1.0 EcoBoost 92kW (125CV) Titanium,13900.0,Gasolina,Manual,63964.0,2018,Málaga
Fiat,500S S 1.2 8v 51KW (69 CV),12500.0,Gasolina,Automático,9739.0,2020,Málaga
Peugeot,"3008 1.2 PURETECH 96KW (130CV) ACTIVE S&,S",20500.0,Gasolina,Manual,27300.0,2018,Málaga
Mercedes-Benz,CLA 220 d,22500.0,Diésel,Automático,100708.0,2016,Málaga
Peugeot,"3008 1.2 PURETECH 96KW (130CV) ACTIVE S&,S",20500.0,Gasolina,Manual,27300.0,2018,Granada
Fiat,500S S 1.2 8v 51KW (69 CV),12500.0,Gasolina,Automático,9739.0,2020,Granada
Ford,C-MAX 1.0 EcoBoost 92kW (125CV) Titanium,13900.0,Gasolina,Manual,63964.0,2018,Granada
Audi,A3 Sportback 2.0 TDI 150CV clean Attraction,18500.0,Diésel,Manual,71707.0,2016,Granada
Mercedes-Benz,CLA 220 d,22500.0,Diésel,Automático,100708.0,2016,Granada
Peugeot,"3008 1.2 PURETECH 96KW (130CV) ACTIVE S&,S",20500.0,Gasolina,Manual,27300.0,2018,Málaga
Fiat,500S S 1.2 8v 51KW (69 CV),12500.0,Gasolina,Automático,9739.0,2020,Málaga
Audi,A3 Sportback 2.0 TDI 150CV clean Attraction,18500.0,Diésel,Manual,71707.0,2016,Málaga
Ford,C-MAX 1.0 EcoBoost 92kW (125CV) Titanium,13900.0,Gasolina,Manual,63964.0,2018,Málaga
Audi,A3 Sportback 2.0 TDI 150CV clean Attraction,18500.0,Diésel,Manual,71707.0,2016,Málaga
Ford,C-MAX 1.0 EcoBoost 92kW (125CV) Titanium,13900.0,Gasolina,Manual,63964.0,2018,Málaga
Fiat,500S S 1.2 8v 51KW (69 CV),12500.0,Gasolina,Automático,9739.0,2020,Málaga
Peugeot,"3008 1.2 PURETECH 96KW (130CV) ACTIVE S&,S",20500.0,Gasolina,Manual,27300.0,2018,Málaga
Mercedes-Benz,CLA 220 d,22500.0,Diésel,Automático,100708.0,2016,Málaga
Mercedes-Benz,CLA 220 d,22500.0,Diésel,Automático,100708.0,2016,Málaga
Mercedes-Benz,GLA 180 AMG,26900.0,Gasolina,Automático,4100.0,2020,Zaragoza
Nissan,Qashqai 1.2 DIG-T N-CONNECTA 115 5P,16900.0,Gasolina,Manual,49240.0,2019,Alava
Ford,EcoSport TITANIUM 1.0 EcoBoost 92KW (125CV) Euro 6.2,18390.0,Gasolina,Manual,3.0,2020,Madrid
Ford,EcoSport TITANIUM 1.0 EcoBoost 92KW (125CV) Euro 6.2,18090.0,Gasolina,Manual,5.0,2020,Madrid
Ford,EcoSport ST-LINE 1.0 EcoBoost 92KW (125CV) Euro 6.2,18990.0,Gasolina,Manual,5.0,2020,Madrid
Renault,Clio 1.0 TCE 74KW ZEN 100 5P,15800.0,Gasolina,Manual,13061.0,2020,Alava
Audi,Q3 35 TFSI S line S tronic,44900.0,Gasolina,Automático,6557.0,2020,Córdoba
Peugeot,3008 1.2 PURETECH 96KW ALLURE S&S AUTO 5P,25400.0,Gasolina,Automático,7003.0,2020,Murcia
Opel,Vivaro Combi 9 1.6CDTi Biturbo S/S 29 L2 125,18950.0,Diésel,Manual,48121.0,2016,Jaén
Mercedes-Benz,Vito Vito Combi Diesel Vito Tourer 114 CDI Pro Larga,23650.0,Diésel,Manual,49321.0,2016,Jaén
Volvo,XC40 XC40 D3 AWD Momentum,35990.0,Diésel,Manual,2000.0,2019,Madrid
Nissan, NUEVA NV250 1.5DCI 70 KW (95 CV) 6 M/T 4X2,15500.0,Diésel,Manual,15000.0,2019,Málaga
Opel,Grandland X 1.6 TURBO ULTIMATE AUTO PHEV 4X4 300 5P,40490.0,Eléctrico,Automático,4123.0,2020,Madrid
Citroen,C3 Aircross 1.2 PURETECH 81KW SHINE 110 5P,16300.0,Gasolina,Manual,13150.0,2020,Cantabria
Opel, 1.2T XHL 74KW GS-LINE 100 5P,15490.0,Gasolina,Manual,15944.0,2020,Madrid
Mercedes-Benz,C 200 ,34900.0,Eléctrico,Automático,5675.0,2019,Sevilla
Fiat, 1.3 MULTIJET EASY 95 4P SEDAN,7900.0,Diésel,Manual,109455.0,2017,Murcia
Volkswagen,Passat Executive 2.0 TDI 110kW (150CV),32900.0,Diésel,Manual,200.0,2020,Guipúzcoa
Audi,A4 Black line 2.0 TDI 110kW (150CV) Avant,29900.0,Diésel,Manual,37500.0,2018,Guipúzcoa
Ford,Fiesta 1.1 PFI LPG 55KW ST-LINE 75 5P,14990.0,Gasolina,Manual,15000.0,2019,Sevilla
Seat,Ibiza 1.4 TDI 66KW REFERENCE 90 5P,9990.0,Diésel,Manual,80243.0,2017,Sevilla
Dacia,Sandero 1.5 DCI LAUREATE 55KW 5P,10900.0,Diésel,Manual,27267.0,2018,Madrid
Mercedes-Benz,GLC 250 d 4Matic AMG Line,34900.0,Diésel,Automático,87000.0,2017,Madrid
Mercedes-Benz,A 200 Se AMG Line (EURO 6d-TEMP),35900.0,Gasolina,Automático,7500.0,2019,Madrid
Renault,Megane 1.3 TCE ZEN 103KW - 18 5P,17400.0,Gasolina,Manual,35159.0,2019,Madrid
Renault,ZOE INTENS 50 R110 80KW 5P,30500.0,Eléctrico,Automático,5.0,2020,Baleares
Renault,ZOE LIFE 40 R110 80KW 5P,29300.0,Eléctrico,Automático,5.0,2020,Baleares
Honda,Jazz 1.5 I-MMD HEV EXECUTIVE 109 5P,23990.0,Híbrido,Automático,9009.0,2020,Tarragona
Ford,Kuga NUEVO KUGA ST-LINE X 1.5 EcoBoost 110KW (150CV) Euro 6.2,28900.0,Gasolina,Manual,1.0,2020,Ciudad Real
Renault,ZOE INTENS 50 R110 80KW 5P,30450.0,Eléctrico,Automático,5.0,2020,Baleares
Renault,Megane 1.5 DCI ENERGY BUSINESS 66KW 90 5P,13400.0,Diésel,Manual,16400.0,2017,Baleares
Kia,Ceed 1.0 T-GDI 88KW DRIVE 120 5P,18088.0,Gasolina,Manual,13800.0,2019,Madrid
MINI,Mini 1.5 COOPER MANUAL 136 5P,25900.0,Gasolina,Manual,13546.0,2019,Baleares
Nissan,Micra Micra 1.0 G Acenta 70,12900.0,Gasolina,Manual,15700.0,2019,Pontevedra
Kia,Ceed 1.0 T-GDI 88KW TECH 120 5P,20622.0,Gasolina,Manual,10.0,2020,Madrid
BMW,116 5-Puertas i,15900.0,Gasolina,Manual,32009.0,2018,Málaga
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,19200.0,2019,Málaga
MINI,Mini 1.5 COOPER CABRIO AUT 2P,28900.0,Gasolina,Automático,22576.0,2018,Baleares
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,25467.0,2019,Málaga
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,20015.0,2019,Málaga
MINI,Mini 1.5 COOPER CABRIO AUT 136 2P DEMO PROA,27600.0,Gasolina,Automático,12.0,2020,Baleares
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,21254.0,2019,Málaga
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,22207.0,2019,Málaga
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,21286.0,2019,Málaga
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,26024.0,2019,Málaga
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,23134.0,2019,Málaga
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,25496.0,2019,Málaga
Kia,Niro PHEV 1.6 GDi PHEV 104kW (141CV) Emotion,28700.0,Eléctrico,Automático,5.0,2020,Cáceres
Kia,Niro 1.6 GDi HEV 104kW (141CV) Drive,23900.0,Eléctrico,Automático,5.0,2020,Cáceres
Ford, Kuga 1.5 EcoB. Auto S&S Trend+ 4x2 150,20900.0,Gasolina,Manual,34000.0,2019,Alicante
Renault,Twizy Twizy Life 80 Flexi,8950.0,Eléctrico,Manual,30.0,2020,Gerona
Renault,Kadjar Kadjar 1.5dCi Blue Zen EDC 85kW,22950.0,Diésel,Semi-automático,13800.0,2020,Gerona
Renault,Clio Clio Clio TCe GPF Zen EDC 96kW,16250.0,Gasolina,Semi-automático,8.0,2020,Gerona
Renault,Clio Clio Diesel Clio Blue dCi Zen 63kW,17250.0,Diésel,Manual,8.0,2020,Gerona
Renault,Captur Captur Diesel Captur Blue DCi Zen 85kW,20450.0,Diésel,Manual,8.0,2020,Gerona
Opel,Vivaro Combi 9 1.6CDTi Biturbo S/S 29 L2 125,18950.0,Diésel,Manual,48121.0,2016,Jaén
Mercedes-Benz,Vito Vito Combi Diesel Vito Tourer 114 CDI Pro Larga,23650.0,Diésel,Manual,49321.0,2016,Jaén
BMW,116 5-Puertas i,15900.0,Gasolina,Manual,32009.0,2018,Almería
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,19200.0,2019,Almería
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,25467.0,2019,Almería
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,20015.0,2019,Almería
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,21254.0,2019,Almería
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,22207.0,2019,Almería
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,21286.0,2019,Almería
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,26024.0,2019,Almería
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,23134.0,2019,Almería
BMW,116 5-Puertas i,16900.0,Gasolina,Manual,25496.0,2019,Almería
Fiat,500S S 1.2 8v 51KW (69 CV),12500.0,Gasolina,Automático,9739.0,2020,Málaga
Peugeot,"3008 1.2 PURETECH 96KW (130CV) ACTIVE S&,S",20500.0,Gasolina,Manual,27300.0,2018,Málaga
Audi,A3 Sportback 2.0 TDI 150CV clean Attraction,18500.0,Diésel,Manual,71707.0,2016,Málaga
Ford,C-MAX 1.0 EcoBoost 92kW (125CV) Titanium,13900.0,Gasolina,Manual,63964.0,2018,Málaga
Mercedes-Benz,CLA 220 d,22500.0,Diésel,Automático,100708.0,2016,Málaga
Opel,Vivaro Combi 9 1.6CDTi Biturbo S/S 29 L2 125,18950.0,Diésel,Manual,48121.0,2016,Granada
Mercedes-Benz,Vito Vito Combi Diesel Vito Tourer 114 CDI Pro Larga,23650.0,Diésel,Manual,49321.0,2016,Granada
Opel,Vivaro Combi 9 1.6CDTi Biturbo S/S 29 L2 125,18950.0,Diésel,Manual,48121.0,2016,Jaén
Mercedes-Benz,Vito Vito Combi Diesel Vito Tourer 114 CDI Pro Larga,23650.0,Diésel,Manual,49321.0,2016,Jaén
Opel,Vivaro Combi 9 1.6CDTi Biturbo S/S 29 L2 125,18950.0,Diésel,Manual,48121.0,2016,Granada
Mercedes-Benz,Vito Vito Combi Diesel Vito Tourer 114 CDI Pro Larga,23650.0,Diésel,Manual,49321.0,2016,Granada
Skoda, 1.4 TDI 66KW (90cv) Ambit Spaceback,12900.0,Diésel,Manual,34592.0,2018,Barcelona
Nissan,NV250 1.5dCi 95cv L1H1 Comfort 2 plazas,15500.0,Diésel,Manual,15000.0,2019,Málaga
Lexus, 1.8 200h Executive,18795.0,Híbrido,Automático,91961.0,2017,Sevilla
Lexus, 1.8 200h Executive,16995.0,Híbrido,Automático,56403.0,2016,Sevilla
Land Rover,Range Rover 2.0 D150 R-Dynamic S AUTO 4WD MHEV,56990.0,Híbrido,Automático,1.0,2020,Barcelona
Toyota,Proace Verso 1.5 MEDIA 6V SHUTTLE,23500.0,Diésel,Manual,915.0,2020,La Coruña
Toyota,Auris hybrid 140H Feel!,15899.0,Híbrido,Automático,49000.0,2017,Madrid
Opel,Mokka X X 1.4T S&S Selective 4x2 Selective,14995.0,Gasolina,Manual,39690.0,2018,Madrid
Mercedes-Benz,A 180 d 85 kW (116 CV),32100.0,Diésel,Automático,5720.0,2020,Barcelona
Mercedes-Benz,A 180 d Se 85 kW (116 CV),29100.0,Diésel,Automático,16116.0,2019,Barcelona
Volkswagen,Polo Advance 1.0 TSI 70 kW (95 CV),15900.0,Gasolina,Manual,50.0,2020,Burgos
Audi,Q5 S line 2.0 TDI quattro 140 kW (190 CV) S tronic,36700.0,Diésel,Automático,49682.0,2017,Madrid
Audi,Q5 S line 2.0 TDI quattro 140 kW (190 CV) S tronic,36500.0,Diésel,Automático,58409.0,2017,Madrid
Peugeot, 1.2 PureTech S&S Allure EAT6 81 kW (110 CV),11500.0,Gasolina,Automático,81450.0,2016,Madrid
Hyundai,i30 Fastback 1.0 TGDI Klass 88 kW (120 CV),16690.0,Gasolina,Manual,10000.0,2019,Madrid
Hyundai,H-1 Furgon 2.5 CRDi Essence 3 Plazas 100 kW (136 CV),17300.0,Diésel,Manual,23204.0,2017,Madrid
Hyundai,Tucson 1.6 GDI Klass 4x2 97 kW (132 CV),19900.0,Gasolina,Manual,10190.0,2019,Madrid
Hyundai,i40 1.7 CRDI BlueDrive Cab 85 kW (115 CV),16500.0,Diésel,Manual,26578.0,2018,Madrid
Hyundai,IONIQ 1.6 GDI HEV Tecno DT 104 kW (141 CV),21900.0,Híbrido,Automático,9066.0,2019,Madrid
Hyundai,i30 1.4 TGDI Go! Plus 103 kW (140 CV),20900.0,Gasolina,Automático,20.0,2019,Madrid
Hyundai,ix20 1.6 MPI Tecno 93 kW (126 CV),13290.0,Gasolina,Manual,3235.0,2019,Madrid
Hyundai,ix20 1.4 MPI BlueDrive 25 Aniversario 66 kW (90 CV),12890.0,Gasolina,Manual,18010.0,2018,Madrid
Hyundai,i10 1.0 Tecno 49 kW (66 CV),9650.0,Gasolina,Manual,8000.0,2019,Madrid
Volkswagen,Crafter Batalla Media TA 2.0 TDI BMT 103 kW (140 CV) Auto 3.500,29900.0,Diésel,Automático,100.0,2020,Asturias
Volkswagen,Caravelle Origin Batalla Corta 2.0 TDI BMT 81 kW (110 CV),28000.0,Diésel,Manual,13527.0,2019,Asturias
Volkswagen,Crafter Batalla Media TA 2.0 TDI 103 kW (140 CV) 3.500,26000.0,Diésel,Manual,16000.0,2019,Asturias
Volkswagen,Sharan Advance 2.0 TDI 110 kW (150 CV) DSG,28500.0,Diésel,Automático,21551.0,2018,Asturias
Volkswagen,Polo Edition 1.0 BMT 44 kW (60 CV),8400.0,Gasolina,Manual,66102.0,2017,Asturias
Volkswagen,Polo Edition 1.0 59 kW (80 CV),12400.0,Gasolina,Manual,22401.0,2020,Asturias
Hyundai,IONIQ 1.6 GDI HEV Tecno DT 104 kW (141 CV),20900.0,Híbrido,Automático,15000.0,2019,Madrid
Peugeot,3008 1.6 BlueHDi Allure FAP 88 kW (120 CV),13500.0,Diésel,Manual,82349.0,2016,Madrid
Peugeot,Partner Tepee Combi Electric Active L1 49 kW (67 CV),20900.0,Eléctrico,Automático,20900.0,2018,Madrid
Hyundai,KONA EV EV Style 150 kW (204 CV),37990.0,Eléctrico,Automático,3821.0,2020,Madrid
Seat, 1.0 TSI S&S Style 85 kW (115 CV),15700.0,Gasolina,Manual,8298.0,2019,Tarragona
Renault,Grand Scenic Zen TCe 103 kW (140 CV) GPF,19700.0,Gasolina,Manual,13523.0,2019,Barcelona
BMW,218 Gran Tourer d 110 kW (150 CV),24900.0,Diésel,Manual,31000.0,2018,Guipúzcoa
Seat, 1.0 TSI S&S Style 85 kW (115 CV),14890.0,Gasolina,Manual,15067.0,2019,Barcelona
Seat, 1.0 TSI S&S Style 85 kW (115 CV),14990.0,Gasolina,Manual,15069.0,2019,Barcelona
Seat,Arona 1.0 TSI Ecomotive FR 85 kW (115 CV),18990.0,Gasolina,Manual,6412.0,2019,Barcelona
Volkswagen,Tiguan Advance 2.0 TDI 110 kW (150 CV) DSG,26200.0,Diésel,Automático,51497.0,2018,Valencia
Volkswagen,Passat Variant 1.4 TSI e-Power 160 kW (218 CV) DSG,30900.0,Híbrido,Automático,22199.0,2019,Sevilla
Volkswagen,Polo Edition 1.0 59 kW (80 CV),12990.0,Gasolina,Manual,15274.0,2020,Sevilla
Audi,A1 S line 30 TFSI 85 kW (116 CV),22300.0,Gasolina,Manual,10158.0,2019,Barcelona
BMW,X1 sDrive18d 110 kW (150 CV),22999.0,Diésel,Manual,56205.0,2017,Madrid
Volkswagen,Tiguan Edition 2.0 TDI BMT 85 kW (115 CV),19900.0,Diésel,Manual,56544.0,2017,Barcelona
Audi,A1 S line 30 TFSI 85 kW (116 CV),21950.0,Gasolina,Manual,10511.0,2019,Barcelona
Volkswagen,Golf Advance 1.6 TDI 85 kW (115 CV),20900.0,Diésel,Manual,9779.0,2019,Asturias
Volkswagen,Caravelle Origin Batalla Corta 2.0 TDI BMT 81 kW (110 CV),28000.0,Diésel,Manual,13527.0,2019,Asturias
Volkswagen,Crafter Batalla Media TA 2.0 TDI 103 kW (140 CV) 3.500,26000.0,Diésel,Manual,16000.0,2019,Asturias
Volkswagen,Sharan Advance 2.0 TDI 110 kW (150 CV) DSG,28500.0,Diésel,Automático,21551.0,2018,Asturias
Volkswagen,Passat Executive 2.0 TDI 110 kW (150 CV) DSG,25500.0,Diésel,Automático,24431.0,2019,Barcelona
Volkswagen,Crafter Batalla Media TA 2.0 TDI BMT 103 kW (140 CV) Auto 3.500,29900.0,Diésel,Automático,100.0,2020,Asturias
Seat, 1.5 EcoTSI S&S FR Fast Edition Plus DSG 110 kW (150 CV),19500.0,Gasolina,Automático,8000.0,2020,Barcelona
Seat, 1.5 EcoTSI S&S FR DSG 110 kW (150 CV),19500.0,Gasolina,Automático,12500.0,2019,Barcelona
Seat, 1.5 EcoTSI S&S FR DSG 110 kW (150 CV),19500.0,Gasolina,Automático,8000.0,2019,Barcelona
Citroen,C3 Aircross PureTech 110 S&S Feel 81 kW (110 CV),15990.0,Gasolina,Manual,2000.0,2020,La Rioja
Volkswagen,ID.3 Life Automático 150 kW (204 CV),41900.0,Eléctrico,Automático,250.0,2020,Madrid
Kia,Ceed 1.0 T-GDI 120 Tech 17 Eco-Dynam,11900.0,Gasolina,Manual,41900.0,2017,Guipúzcoa
Toyota,Auris HYBRID FEEL,13400.0,Híbrido,Automático,90000.0,2016,Guipúzcoa
Opel,Astra 5p 120 Aniversario 1.0 Turbo 77 kW (105 CV) Start/Stop,15500.0,Gasolina,Manual,15000.0,2019,Guipúzcoa
Opel,Astra 5p 120 Aniversario 1.0 Turbo 77 kW (105 CV) Start/Stop,15500.0,Gasolina,Manual,13000.0,2019,Guipúzcoa
Ford,Puma ST LINE,23900.0,Híbrido,Manual,8000.0,2020,Zaragoza
Seat,Ibiza 5P REFERENCE PLUS 1.4 TDI 90CV MT5 E6,10500.0,Diésel,Manual,62709.0,2017,Almería
Volkswagen,Tiguan 1.5 TSI Sport DSG 110kW Sport,33900.0,Gasolina,Automático,9990.0,2020,Barcelona
Ford,Focus 1.5 Ecoblue 88kW STLine,19700.0,Diésel,Manual,5000.0,2020,Valencia
Citroen,C4 Cactus BlueHDi 100 S&S Feel,14500.0,Diésel,Manual,36999.0,2019,Baleares
Ford,Focus 1.5 Ecoblue 88kW STLine,19700.0,Diésel,Manual,3400.0,2020,Valencia
Nissan,Juke G E6DTemp 83 kW 112 CV CVT NCONNECTA,16275.0,Gasolina,Automático,19300.0,2019,Valencia
Peugeot,3008 1.5BlueHDi Allure S&S 130 Allure,23890.0,Diésel,Manual,9390.0,2019,Ávila
Ford,Focus 1.0 Ecoboost AutoSt.St. 92kW Trend,11490.0,Gasolina,Manual,46572.0,2017,Madrid
Hyundai,i10 1.0 Tecno,8900.0,Gasolina,Manual,19270.0,2019,Almería
Audi,A3 Sedan 2.0 TDI 150cv clean dies Ambiente,17900.0,Diésel,Manual,85931.0,2016,Almería
Hyundai,Tucson GDI 1.6 131 CV 4X2 KLASS,18900.0,Gasolina,Manual,24662.0,2019,Almería
Mitsubishi,Space Star 120 MPI Kaiteki,8700.0,Gasolina,Manual,82024.0,2018,Almería
Mitsubishi,Space Star 120 MPI Kaiteki,8700.0,Gasolina,Manual,82024.0,2018,Málaga
Hyundai,Tucson GDI 1.6 131 CV 4X2 KLASS,18900.0,Gasolina,Manual,24662.0,2019,Málaga
Audi,A3 Sedan 2.0 TDI 150cv clean dies Ambiente,17900.0,Diésel,Manual,85931.0,2016,Málaga
Hyundai,i10 1.0 Tecno,8900.0,Gasolina,Manual,19270.0,2019,Málaga
Hyundai,Tucson GDI 1.6 131 CV 4X2 KLASS,18900.0,Gasolina,Manual,24662.0,2019,Granada
Hyundai,i10 1.0 Tecno,8900.0,Gasolina,Manual,19270.0,2019,Granada
Mitsubishi,Space Star 120 MPI Kaiteki,8700.0,Gasolina,Manual,82024.0,2018,Granada
Audi,A3 Sedan 2.0 TDI 150cv clean dies Ambiente,17900.0,Diésel,Manual,85931.0,2016,Granada
Hyundai,i10 1.0 Tecno,8900.0,Gasolina,Manual,19270.0,2019,Málaga
Audi,A3 Sedan 2.0 TDI 150cv clean dies Ambiente,17900.0,Diésel,Manual,85931.0,2016,Málaga
Hyundai,Tucson GDI 1.6 131 CV 4X2 KLASS,18900.0,Gasolina,Manual,24662.0,2019,Málaga
Mitsubishi,Space Star 120 MPI Kaiteki,8700.0,Gasolina,Manual,82024.0,2018,Málaga
Mitsubishi,Space Star 120 MPI Kaiteki,8700.0,Gasolina,Manual,82024.0,2018,Málaga
Hyundai,Tucson GDI 1.6 131 CV 4X2 KLASS,18900.0,Gasolina,Manual,24662.0,2019,Málaga
Audi,A3 Sedan 2.0 TDI 150cv clean dies Ambiente,17900.0,Diésel,Manual,85931.0,2016,Málaga
Hyundai,i10 1.0 Tecno,8900.0,Gasolina,Manual,19270.0,2019,Málaga
Renault,Clio 1.0 TCE 74KW ZEN 100 5P,15800.0,Gasolina,Manual,13528.0,2020,Alava
Renault,Clio 1.0 TCE 74KW ZEN 100 5P,15800.0,Gasolina,Manual,15363.0,2020,Alava
Renault,Clio 1.0 TCE 74KW ZEN 100 5P,15800.0,Gasolina,Manual,13430.0,2020,Alava
Volkswagen,T-Cross 1.0 TSI Advance,21300.0,Gasolina,Manual,1130.0,2020,Córdoba
Skoda,"Scala AMBITION 1,0 TSI 85 KW (115 CV) MANUAL 6 VEL.",16600.0,Gasolina,Manual,9050.0,2019,Castellón
Peugeot, 1.2 PURETECH 81KW ALLURE 5P,14450.0,Gasolina,Manual,27076.0,2018,Baleares
Nissan,Micra Micra IG-T N-Connecta 100,14500.0,Gasolina,Manual,5000.0,2020,Málaga
Nissan,Micra Micra 1.0 G Visia+ 70,10500.0,Gasolina,Manual,26000.0,2019,Málaga
Nissan,Micra Micra IG-T Acenta CVT 100,13500.0,Gasolina,Semi-automático,12000.0,2019,Málaga
Kia,Niro 1.6 GDI HYBRID CONCEPT 141 5P,22891.0,Eléctrico,Automático,2.0,2020,Madrid
Kia,Ceed 1.0 T-GDI 88KW DRIVE 120 5P,17409.0,Gasolina,Manual,16700.0,2019,Madrid
Kia,XCeed 1.6 GDI PHEV ETECH 141 5P,27900.0,Eléctrico,Automático,4000.0,2020,Madrid
Opel,Grandland X 1.6 TURBO ULTIMATE AUTO PHEV 4X4 300 5P,40490.0,Eléctrico,Automático,4123.0,2020,Madrid
Mercedes-Benz,Sprinter 311 CDI MEDIO 3.5T T. ALTO TD,27290.0,Diésel,Manual,,2019,Sevilla
Mercedes-Benz,Sprinter 311 CDI MEDIO 3.5T T. ALTO TD,27290.0,Diésel,Manual,,2019,Sevilla
Mercedes-Benz,E 220 d,45500.0,Diésel,Automático,6367.0,2019,Sevilla
Ford,Fiesta Fiesta 1.25 Trend 82,8900.0,Gasolina,Manual,41000.0,2017,Málaga
Mercedes-Benz,CLA 200 d Shooting Brake,24900.0,Diésel,Manual,102576.0,2017,Sevilla
Ford,Tourneo Grand Tourneo Connect 1.5TDCi Auto-S&S Titanium 120,16900.0,Diésel,Manual,98229.0,2018,La Coruña
Renault,Captur 0.9 TCE ZEN 66KW 5P,14990.0,Gasolina,Manual,28632.0,2019,Madrid
Audi,A3 SPORTBACK 1.6 TDI CLEAN D ATTRACTION,17140.0,Diésel,Manual,125015.0,2017,Madrid
Opel,Grandland X 1.2 Turbo 120 Aniversario,21500.0,Gasolina,Manual,8135.0,2020,Cádiz
Renault,Kadjar 1.3 TCE ZEN 103KW,20500.0,Gasolina,Manual,9379.0,2019,Madrid
Renault,ZOE LIFE 40 R110 80KW 5P,29200.0,Eléctrico,Automático,10.0,2020,Baleares
Renault,ZOE INTENS 50 R110 80KW 5P,30350.0,Eléctrico,Automático,5.0,2020,Baleares
Renault,Scenic SCéNIC 1.5DCI INTENS 81KW 5P,15900.0,Diésel,Manual,32859.0,2017,Madrid
Renault,ZOE INTENS 50 R110 80KW 5P,30900.0,Eléctrico,Automático,5.0,2020,Baleares
Renault,Captur 1.5DCI ECO2 ENERGY INTENS 90 5P,11900.0,Diésel,Manual,26876.0,2016,Madrid
Nissan,Micra Micra 1.0 G Acenta 70,12900.0,Gasolina,Manual,14000.0,2019,Pontevedra
Jeep,Wrangler 2.8 CRD SAHARA UNLIMITED AUTO 200 5P,48900.0,Diésel,Automático,6010.0,2019,Barcelona
Hyundai,i10 1.0 GO! 5P,9050.0,Gasolina,Manual,32543.0,2018,Baleares
