brand,model,price,fuel,transmission,km,year,location
Abarth,595 595 ESSEESSE 1.4 T-JET 180 CV 3P,27500.0,Gasolina,Automático,6100.0,2020,Barcelona
BMW,118 5-Puertas i,21500.0,Gasolina,Automático,27842.0,2019,Murcia
Lexus,UX 250h 2.0 EXECUTIVE NAVIGATION AUTO 184 5P,33990.0,Híbrido,Automático,15000.0,2020,Barcelona
Lexus,NX 300h 2.5 BUSINESS NAVIGATION 2WD AUTO 197 5P,35990.0,Híbrido,Automático,10884.0,2020,Barcelona
Nissan,Qashqai 1.3 DIG-T N-CONNECTA 140CV 5P,20840.0,Gasolina,Manual,18000.0,2019,Almería
Audi,Q3 ADVANCED 2.0 35 TDI 150 CV S TRONIC 5P,33900.0,Diésel,Automático,31873.0,2019,Barcelona
Kia,Stonic 1.0 T-GDI 74KW DRIVE 100 5P,16785.0,Gasolina,Manual,11640.0,2019,Barcelona
Kia,Picanto 1.0 CVVT CONCEPT 67 5P,8895.0,Gasolina,Manual,10560.0,2019,Barcelona
Jeep,Renegade LIMITED 1.0 G 120 CV FWD 5P,19500.0,Gasolina,Manual,20.0,2020,Barcelona
Fiat, 1.0 CROSS 100CV 5P,19500.0,Gasolina,Manual,1.0,2021,Barcelona
Lexus,NX 300h 2.5 BUSINESS NAVIGATION 2WD AUTO 197 5P,37500.0,Híbrido,Automático,1.0,2020,Barcelona
Honda,HR-V ELEGANCE 1.6 I-DTEC 120 CV 5P,15600.0,Diésel,Manual,50000.0,2016,Barcelona
Toyota,Aygo X-PLAY 1.0 VVT-I 70 CV 5P,6900.0,Gasolina,Manual,60789.0,2016,Barcelona
Nissan,Juke N-CONNECTA 1.6 117 CV CVT 5P,14500.0,Gasolina,Automático,33500.0,2018,Barcelona
Fiat,500 Lounge LOUNGE 1.2 69 CV S&S 3P,9900.0,Gasolina,Manual,18092.0,2019,Barcelona
Fiat,500 Lounge LOUNGE 1.2 69 CV S&S 3P,9900.0,Gasolina,Manual,15945.0,2019,Barcelona
Fiat,500L Living LOUNGE 1.6 MULTIJET 120 CV S/S 7 PLAZAS 5P,9900.0,Diésel,Manual,55283.0,2016,Barcelona
Toyota,C-HR 1.8 VVT-I HYBRID ADVANCE AUTO 122 5P,23620.0,Híbrido,Automático,6846.0,2018,Barcelona
Opel, 1.2T XHL 74kW (100CV) GS-Line,15200.0,Gasolina,Manual,13849.0,2020,Almería
Hyundai,IONIQ 1.6 GDI HEV STYLE DT 141 5P,20000.0,Gasolina,Automático,16082.0,2020,Barcelona
Opel, 1.2T XHL 74kW (100CV) GS-Line,15200.0,Gasolina,Manual,13849.0,2020,Málaga
BMW,116 3-Puertas d 85 kW (116 CV),23900.0,Diésel,Automático,17300.0,2018,Alicante
Volvo,XC40 1.5 T3 BUSINESS PLUS AUTO 5P,34500.0,Gasolina,Automático,1.0,2021,Madrid
Volvo,XC40 1.5 T3 MOMENTUM PRO AUTO 5P,37900.0,Gasolina,Automático,1.0,2021,Madrid
Volvo,V90 Cross Country familiar 2.0 D4 4WD AUTO 5P,49500.0,Diésel,Automático,1.0,2021,Madrid
Volvo,S90 2.0 D4 INSCRIPTION AUTO 4P,47500.0,Diésel,Automático,1.0,2021,Madrid
Volvo,V60 familiar 2.0 D3 BUSINESS PLUS AUTO 5P,37500.0,Diésel,Automático,1.0,2021,Madrid
Volvo,S90 2.0 D3 INSCRIPTION AUTO 4P,45900.0,Diésel,Automático,1.0,2021,Madrid
Opel, 1.2T XHL 74kW (100CV) GS-Line,15200.0,Gasolina,Manual,13849.0,2020,Granada
Opel, 1.2T XHL 74kW (100CV) GS-Line,15200.0,Gasolina,Manual,13849.0,2020,Málaga
Opel, 1.2T XHL 74kW (100CV) GS-Line,15200.0,Gasolina,Manual,13849.0,2020,Málaga
Suzuki,Vitara TODOTERRENO 1.4 SMART HYBRID GLX 129CV 5P,22900.0,Híbrido,Manual,5987.0,2020,Sevilla
Hyundai,i20 5P CRDI 1.1 75CV KLASS,10550.0,Diésel,Manual,2310.0,2017,Baleares
Hyundai,i10 1.0 KLASS 5P,10700.0,Gasolina,Manual,9009.0,2020,Baleares
Hyundai,Tucson TUCSON FL CRDI 1.6 85 KW 116CV 48V 4X2 SLE,24950.0,Diésel,Manual,,2020,Baleares
Hyundai,Tucson TUCSON FL CRDI 1.6 85KW 116CV 48V 4X2 SLE,24950.0,Diésel,Manual,,2020,Baleares
Hyundai,Tucson TUCSON FL CRDI 1.6 85KW 116CV 48V 4X2 SLE,24950.0,Diésel,Manual,,2020,Baleares
Hyundai,Tucson TUCSON FL CRDI 1.6 85KW 116CV 48V 4X2 SLE,24950.0,Diésel,Manual,,2020,Baleares
Ford,EcoSport ACTIVE 1.0 EcoBoost 92KW (125CV) Euro 6.2,19900.0,Gasolina,Manual,5.0,2020,Madrid
Ford,"Transit Kombi NUEVO TRANSIT B. LARGA FT 230L2(M1) TREND 1.5 TDCi S&,S 88,3KW (120CV)",18700.0,Diésel,Manual,35216.0,2019,Madrid
Ford,Fiesta 5 PUERTAS ACTIVE 1.0 EcoBoost MHEV 92KW (125CV) Euro 6.2,16690.0,Híbrido,Manual,5.0,2020,Madrid
Audi,A4 A4 35 TDI S line S tronic 120kW,42800.0,Diésel,Automático,1.0,2021,Córdoba
Ford,Focus 1.0 Ecoboost Auto-S&S Trend+ 125,12790.0,Gasolina,Manual,37340.0,2018,Madrid
Renault,Clio Clio TCe Energy GLP Limited 66kW,12300.0,Gas,Manual,14000.0,2019,Málaga
Renault,Clio Clio TCe Energy GLP Limited 66kW,12300.0,Gas,Manual,16000.0,2019,Málaga
Renault,Grand Scenic DCI ZEN BLUE AUTOMATICO 150CV 5P,24990.0,Diésel,Automático,22952.0,2020,Sevilla
Renault,Captur TODOTERRENO 1.6 E-TECH ZEN PLUG IN 92CV 5P,27290.0,Híbrido,Automático,5350.0,2020,Sevilla
Mercedes-Benz,E 220 d AMG Line (EURO 6d-TEMP),39900.0,Diésel,Automático,37290.0,2018,Navarra
Renault,Megane Mégane 1.3 TCe GPF Zen 103kW,21900.0,Gasolina,Manual,4000.0,2020,Guadalajara
Ford,Fiesta Fiesta 1.1 Ti-VCT Trend+,12800.0,Gasolina,Manual,9450.0,2019,La Coruña
Ford,Fiesta Fiesta 1.0 EcoBoost S/S ST Line 140,16500.0,Gasolina,Manual,5240.0,2020,La Coruña
Hyundai,Tucson TUCSON 1.6 TGDI 150CV 48V MAXX,26200.0,Gasolina,Manual,2000.0,2020,Barcelona
Mercedes-Benz,E 220 d,37900.0,Diésel,Automático,8522.0,2019,Sevilla
Ford,Ka+ 1.5 TDCi 70kW Ultimate,11995.0,Diésel,Manual,12000.0,2019,Barcelona
Ford,Focus 1.0 Ecoboost MHEV 114kW ST-Line X,23995.0,Eléctrico,Manual,1.0,2021,Barcelona
Ford,Fiesta 1.0 EcoBoost 70kW (95CV) ST-Line S/S 5p,16750.0,Gasolina,Manual,1.0,2021,Barcelona
Ford,Puma 1.0 EcoBoost 92kW (125cv) Titanium MHEV,20800.0,Eléctrico,Manual,1.0,2021,Barcelona
Ford,Focus 1.5 Ecoblue 88kW Active,21995.0,Diésel,Manual,10.0,2020,Barcelona
Ford,Fiesta 1.0 EcoBoost 103kW ST-Line S/S 5p,15250.0,Gasolina,Manual,15000.0,2019,Barcelona
Ford,Focus 1.5 Ecoblue 88kW Trend+,18995.0,Diésel,Manual,10.0,2020,Barcelona
Ford,S-Max 2.0 TDCi 110kW Titanium PowerShift,25250.0,Diésel,Automático,9000.0,2018,Barcelona
Fiat, 1.3 MULTIJET POP BUSINESS 95 5P,12900.0,Diésel,Manual,32565.0,2019,Murcia
Volvo,V60 2.0 D4 INSCRIPTION AUTO 190 5P,43500.0,Diésel,Automático,1.0,2020,Madrid
Honda,HR-V 1.5 I-VTEC ELEGANCE NAV CVT 130 5P,16900.0,Gasolina,Automático,57600.0,2018,Madrid
Volvo,V60 2.0 D4 AUTO AWD 190 5P,41500.0,Diésel,Automático,1.0,2020,Madrid
Volvo,V60 2.0 D4 AUTO PRO AWD 190 5P,43700.0,Diésel,Automático,1.0,2020,Madrid
Skoda,Fabia 1.0 MPI 55KW LIKE 75 5P,9500.0,Gasolina,Manual,28093.0,2019,Sevilla
Audi,A4 A4 35 TDI S line S tronic 120kW,42800.0,Diésel,Automático,1.0,2021,Málaga
Ford,EcoSport 1.0T ECOBOOST 92KW ST LINE 125 5P,16500.0,Gasolina,Manual,12911.0,2019,Sevilla
Renault,Clio Clio 1.5dCi Energy Business 66kW,9900.0,Diésel,Manual,108000.0,2017,Pontevedra
Nissan,Micra Micra 1.5dCi S&S Acenta 90,13500.0,Diésel,Manual,52000.0,2017,Pontevedra
Nissan,Qashqai Qashqai 1.5dCi Acenta 4x2 85kW,19900.0,Diésel,Manual,27000.0,2019,Pontevedra
Ford,Fiesta 1.1 TI-VCT 63KW TREND+ 85 5P,10800.0,Gasolina,Manual,34909.0,2018,Sevilla
Ford,EcoSport EcoSport 1.5TDCi Trend 95,11900.0,Diésel,Manual,60000.0,2016,Pontevedra
Nissan,Qashqai Qashqai 1.2 DIG-T N-Connecta 4x2,19500.0,Gasolina,Manual,59100.0,2018,Pontevedra
Nissan,Qashqai Qashqai 1.5dCi N-Connecta 4x2,17900.0,Diésel,Manual,71000.0,2017,Pontevedra
Infiniti, Q30 1.5d Premium,18900.0,Diésel,Manual,33000.0,2016,Pontevedra
Ford, ST LINE 1.0 ECO 125CV,16500.0,Gasolina,Manual,12730.0,2019,Sevilla
Nissan,Juke Juke 1.0 DIG-T Acenta 4x2 117,19900.0,Gasolina,Manual,6000.0,2020,Pontevedra
Nissan,Juke Juke 1.5dCi N-Connecta 4x2,16900.0,Diésel,Manual,21000.0,2018,Pontevedra
Mitsubishi,Outlander Outlander 220DI-D Motion 4WD,22900.0,Diésel,Manual,114000.0,2017,Pontevedra
Nissan,Micra Micra DIG-T Acenta 117,14900.0,Gasolina,Manual,11000.0,2020,Pontevedra
Nissan,Juke Juke 1.2 DIG-T Fun 4x2 115,14900.0,Gasolina,Manual,56732.0,2017,Pontevedra
Opel,Mokka X 1.4 T 103kW 4X2 S&S Selective,15500.0,Gasolina,Manual,21528.0,2019,Cádiz
Opel,Mokka X 1.4 T 103kW 4X2 S&S Selective,15500.0,Gasolina,Manual,20698.0,2019,Cádiz
Mercedes-Benz,GLA 180 AMG Line (EURO 6d-TEMP),27900.0,Gasolina,Automático,10976.0,2019,Córdoba
Opel,Crossland X 1.2 96kW (130CV) Innovation S/S,15900.0,Gasolina,Manual,21505.0,2019,Cádiz
Opel,Crossland X 1.2 96kW (130CV) Innovation S/S,15900.0,Gasolina,Manual,19374.0,2019,Cádiz
Opel,Crossland X 1.2 96kW (130CV) Innovation S/S,15900.0,Gasolina,Manual,18499.0,2019,Cádiz
Opel,Crossland X 1.2 96kW (130CV) Innovation S/S,15500.0,Gasolina,Manual,11292.0,2019,Cádiz
Mercedes-Benz,GLC 250 d 4Matic AMG Line,38900.0,Diésel,Automático,67716.0,2016,Madrid
Mercedes-Benz,A 220 CDI / d BE AMG Line,26900.0,Diésel,Automático,9441.0,2017,Madrid
Ford,EcoSport EcoSport 1.5 EcoBlue 4x4 ST Line 125,19900.0,Diésel,Manual,4573.0,2019,Alicante
Kia,Rio 1.0 T-Gdi Drive100cv Eco-Dynamics,13900.0,Gasolina,Manual,20.0,2020,Cádiz
Ford,Fiesta 1.1 TI-VCT 63KW TREND+ 85 5P,10730.0,Gasolina,Manual,39454.0,2018,Baleares
Renault,ZOE Zoe Life 40 R90 68kW,15090.0,Eléctrico,Automático,20000.0,2019,Madrid
Renault,Clio CLIO Zen E-TECH Híbrido 104 kW (140CV),20590.0,Híbrido,Manual,100.0,2020,Madrid
Renault,Captur Captur E-TECH Híbrido Enchufable Zen 117kW,28490.0,Híbrido,Manual,10.0,2020,Madrid
Renault,Kangoo Kangoo Fg. 1.5dCi Profesional 66kW,11490.0,Diésel,Manual,20102.0,2019,Alicante
Kia,XCeed 1.0 T-GDI 120 DRIVE MIRROR LL16 CAMARA AR,18900.0,Gasolina,Manual,9273.0,2020,Madrid
Kia,XCeed 1.0 T-GDI 120 DRIVE MIRROR LL16 CAMARA AR,19200.0,Gasolina,Manual,4050.0,2020,Madrid
Hyundai,IONIQ EV 1.6 GDI HEV KLASS DCT 141 5P,17490.0,Gasolina,Automático,52223.0,2019,Madrid
Opel,Mokka X 1.4 T 103KW INNOVATION 2WD S,16490.0,Gasolina,Manual,57618.0,2019,Madrid
Kia,Carens 1.6 GDI CONCEPT 135 5P,15790.0,Gasolina,Manual,38840.0,2018,Madrid
Mitsubishi,Outlander 2.0 PHEV KAITEKI AUTO 4WD 203 5P,24500.0,Eléctrico,Automático,79669.0,2017,Madrid
Kia,Soul E-SOUL 150KW EMOTION 204 5P,32300.0,Eléctrico,Automático,50.0,2020,Asturias
Kia,Ceed 1.0 T-GDI 88KW CONCEPT 120 5P,15550.0,Gasolina,Manual,20185.0,2019,Asturias
Volvo,XC60 D3 Business Plus Manual,34500.0,Diésel,Manual,22480.0,2019,Málaga
Volvo,XC40 1.5 T5 TWIN BUSINESS PLUS AUTOMATICO,43500.0,Eléctrico,Automático,4648.0,2020,Málaga
Volvo,XC60 2.0 D4 BUSINESS PLUS AUTO 190 5P,42300.0,Diésel,Automático,10787.0,2020,Málaga
Volvo,XC90 D5 AWD R-DESIGN AUT. 7 PLAZAS,57500.0,Diésel,Automático,10500.0,2019,Málaga
Volvo,V40 D2 KINETIC 120 5P,13900.0,Diésel,Manual,103061.0,2016,Málaga
Volvo,XC60 2.0 T4 MOMENTUM AUTO 190 5P,35000.0,Gasolina,Automático,26613.0,2019,Málaga
Volvo,V40 2.0 D2 MOMENTUM 120 5P,18500.0,Diésel,Manual,47792.0,2016,Ciudad Real
Volvo,XC60 D3 R-DESIGN 150 5P,40600.0,Diésel,Manual,13948.0,2019,Córdoba
Volvo,XC40 2.0 D3 150 5P,30500.0,Diésel,Manual,29434.0,2019,Córdoba
Volvo,XC60 2.0 D3 KINETIC 150 5P,21500.0,Diésel,Manual,86512.0,2016,Córdoba
Volvo,XC60 D3 Business Plus Manual,34500.0,Diésel,Manual,21513.0,2019,Córdoba
Volvo,XC90 D5 MOMENTUM 4WD AUTO 235 5P 7 Plazas,47500.0,Diésel,Automático,29085.0,2019,Córdoba
Volvo,V60 D3 Momentum Automático,26500.0,Diésel,Automático,30967.0,2019,Córdoba
Volvo,S90 D3 Bussines Plus Automático,39900.0,Diésel,Automático,9615.0,2019,Córdoba
Volvo,V40 1.5 T3 MOMENTUM PRO 163 5P,36500.0,Gasolina,Manual,1.0,2021,La Coruña
Kia,Ceed 1.6 PHEV DRIVE,26900.0,Híbrido,Automático,15.0,2021,Asturias
Kia,Niro 1.6 GDI PLUG-IN HYBRID EMOTION 141 5P,28600.0,Híbrido,Automático,3115.0,2020,Asturias
Audi,Q3 35 TFSI 110kW (150CV) S tronic S Line,44000.0,Gasolina,Automático,10.0,2021,Pontevedra
Audi,Q3 S line 35 TFSI 110kW (150CV) S tronic,37990.0,Gasolina,Automático,10449.0,2020,Pontevedra
Audi,Q2 Black Line 35 TFSI 110kW (150CV),39540.0,Gasolina,Manual,10.0,2021,Pontevedra
Audi,A6 Allroad 3.0 50 TDI quattro tiptronic,89000.0,Diésel,Automático,10.0,2021,Pontevedra
Volkswagen,Tiguan Edition 2.0 TDI 110kW (150CV),25790.0,Diésel,Manual,52727.0,2019,Pontevedra
Ford,Puma 1.5 ECOBLUE 88KW TITANIUM 120 5P,21190.0,Diésel,Manual,10.0,2020,Asturias
Audi,A4 Avant Black line 35 TDI 120kW S tronic,62000.0,Diésel,Automático,1025.0,2021,Pontevedra
Volkswagen,Golf Advance 1.5 TSI EVO 110kW (150CV) DSG,24790.0,Gasolina,Automático,5086.0,2020,Pontevedra
Audi,A4 Advanced 3.0 TDI 200kW quatt tiptr Avant,41990.0,Diésel,Automático,48652.0,2018,Pontevedra
Audi,A3 Sportback S line 35 TDI 110kW S tronic,30990.0,Diésel,Automático,4963.0,2020,Pontevedra
Audi,A3 Sportback 40 e-tron 150kW S tronic,34990.0,Híbrido,Automático,1.0,2020,Pontevedra
Audi,A3 Sedan S line 35 TDI 110kW S tronic,28990.0,Diésel,Automático,9520.0,2020,Pontevedra
Audi,A6 Design 40 TDI 150kW (204CV) S tronic,51990.0,Diésel,Automático,1.0,2020,Pontevedra
Audi,A3 Sportback S line 40 etron 150kW S tron,31490.0,Híbrido,Automático,1.0,2020,Pontevedra
Audi,A3 Sportback Black line edit 35 TFSI 110kW,31490.0,Gasolina,Manual,1.0,2021,Pontevedra
MINI,Mini 2.0 COOPER D AUT 5P,24900.0,Diésel,Automático,18106.0,2018,Baleares
MINI,Mini 1.5 COOPER 136 5P,29900.0,Gasolina,Automático,12664.0,2020,Baleares
Seat,Arona 1.0 TSI 81kW (110CV) Style Go Eco,17990.0,Gasolina,Manual,100.0,2020,Pontevedra
Seat, ST 2.0 TDI 110kW DSG7 StSp FR Edition,23490.0,Diésel,Automático,5600.0,2019,Pontevedra
Honda,Civic 1.6 iDTEC Elegance Navi,21490.0,Diésel,Manual,31801.0,2018,Pontevedra
Opel,Insignia GS Business Elegance 1.5D DVH 90kW MT6,30990.0,Diésel,Manual,5.0,2020,Orense
Opel,Grandland X 1.6 Turbo Ultimate Auto PHEV 4x4,44990.0,Híbrido,Automático,6.0,2020,Orense
Opel, 1.2 96kW (130CV) GS Line,21490.0,Gasolina,Manual,5.0,2020,Orense
Opel,Combo Life 1.5 TD 96kW (130CV) S/S Innovation XL,23490.0,Diésel,Manual,6.0,2020,Orense
Opel,Astra 1.2T SHT 96kW (130CV) GS Line,20990.0,Gasolina,Manual,3.0,2020,Orense
Hyundai,Tucson TUCSON CRDI 1.6 116 CV 4X2 SLE,24500.0,Diésel,Manual,1.0,2020,Pontevedra
Hyundai,i20 1.0 TGDI 74kW 100CV Tecno,15500.0,Gasolina,Manual,3656.0,2020,Pontevedra
Hyundai,i20 1.0 TGDI 74kW (100CV) Essence LE,13500.0,Gasolina,Manual,5460.0,2020,Pontevedra
Hyundai,i20 1.0 TGDI 74kW (100CV) Essence LE,13500.0,Gasolina,Manual,6912.0,2020,Pontevedra
Hyundai,i20 1.0 TGDI 74kW (100CV) Essence LE,13500.0,Gasolina,Manual,5091.0,2020,Pontevedra
Hyundai,i20 1.0 TGDI 74kW (100CV) Essence LE,13500.0,Gasolina,Manual,4687.0,2020,Pontevedra
Opel,Insignia GS Business Elegance 1.5D DVH 90kW MT6,30990.0,Diésel,Manual,5.0,2020,La Coruña
Opel,Grandland X 1.6 Turbo Ultimate Auto PHEV 4x4,44990.0,Híbrido,Automático,6.0,2020,La Coruña
Opel, 1.2 96kW (130CV) GS Line,21490.0,Gasolina,Manual,5.0,2020,La Coruña
Opel,Combo Life 1.5 TD 96kW (130CV) S/S Innovation XL,23490.0,Diésel,Manual,6.0,2020,La Coruña
Opel,Astra 1.2T SHT 96kW (130CV) GS Line,20990.0,Gasolina,Manual,3.0,2020,La Coruña
Mercedes-Benz,Sprinter 2.0 315 CDI LARGO 3.5T,38900.0,Diésel,Manual,8.0,2021,La Rioja
Mercedes-Benz,Sprinter 2.0 311 CDI MEDIO 3.5T,28900.0,Diésel,Manual,60.0,2021,La Rioja
Renault,Kadjar Zen Energy dCi 81kW (110CV) EDC ECO2,16490.0,Diésel,Manual,21529.0,2017,Barcelona
Peugeot, Allure 1.6 BlueHDi 88KW (120CV) S&S,14490.0,Diésel,Manual,17280.0,2017,Barcelona
Mercedes-Benz,Vito ,29372.0,Diésel,Manual,21675.0,2019,Alicante
Opel, 1.2T XHL 74kW (100CV) GS-Line,15200.0,Gasolina,Manual,13849.0,2020,Málaga
Opel, 1.2T XHL 74kW (100CV) GS-Line,15200.0,Gasolina,Manual,13849.0,2020,Málaga
Opel, Business 1.4 66kW (90CV),9300.0,Gasolina,Manual,21217.0,2018,Valencia
Fiat, Easy 1.3   70kW (95CV) Multijet,11500.0,Diésel,Manual,43733.0,2018,Sevilla
Ford,Fiesta 1.1 TI-VCT 63KW TREND+ 85 5P,10730.0,Gasolina,Manual,39454.0,2018,Baleares
BMW,M135 5-Puertas 2.0 I F40 AUTO 306 5P,56700.0,Gasolina,Automático,18.0,2020,Baleares
BMW,118 5-Puertas 2.0 D F40 MANUAL 150 5P,38400.0,Diésel,Manual,1.0,2021,Baleares
Citroen, 1.2 PURETECH 81KW SHINE 5P,14800.0,Gasolina,Manual,2226.0,2020,Murcia
Volvo,XC40 XC40 D4 AWD R DESIGN AUT,39500.0,Diésel,Automático,33516.0,2018,Granada
Audi,Q5 TODOTERRENO 2.0 TDI CLEAN D QUATTRO S LINE ED 150CV 5P,26700.0,Diésel,Manual,88657.0,2017,Sevilla
Ford,Fiesta 1.1 TI-VCT 63KW TREND+ 85 5P,10730.0,Gasolina,Manual,39454.0,2018,Baleares
Renault,Kadjar Zen Energy dCi 81kW (110CV) EDC ECO2,16490.0,Diésel,Manual,21529.0,2017,Barcelona
Peugeot, Allure 1.6 BlueHDi 88KW (120CV) S&S,14490.0,Diésel,Manual,17280.0,2017,Barcelona
Opel,Mokka X 1.4 T 103kW 4X2 S&S Innovation,16900.0,Gasolina,Manual,16266.0,2019,Barcelona
Renault,Megane 1.3 Tce GPF 140cv EDC -18 Zen,24060.0,Gasolina,Automático,7.0,2021,León
Mercedes-Benz,GLA 180 AMG Line (EURO 6d-TEMP),27900.0,Gasolina,Automático,10989.0,2019,Córdoba
Lexus, 2.0 250h Business Navigation,31495.0,Híbrido,Automático,3244.0,2020,Sevilla
Lexus, 2.0 250h Business Navigation,31495.0,Gasolina,Automático,1730.0,2020,Sevilla
Lexus,RX 450h 450h Executive Tecno,44495.0,Híbrido,Automático,86916.0,2017,Sevilla
Lexus, 2.5 300h Sport Edition 2WD,29990.0,Híbrido,Automático,52511.0,2017,Sevilla
Lexus, 2.5 300h Business Navigation 2WD,30995.0,Híbrido,Automático,55891.0,2018,Sevilla
Mercedes-Benz,B 180 ,26890.0,Gasolina,Automático,6380.0,2020,Jaén
Mercedes-Benz,A 200 ,33490.0,Gasolina,Automático,6500.0,2019,Jaén
Nissan,X-Trail 7P dCi 110 kW (150 CV) E6D TEKNA,28900.0,Diésel,Manual,6895.0,2020,Lugo
Mercedes-Benz,A 200 ,32290.0,Gasolina,Automático,6500.0,2019,Jaén
Nissan,Qashqai DIG-T 103 kW (140 CV) E6D ACENTA,18900.0,Gasolina,Manual,13900.0,2019,Lugo
Mercedes-Benz,A 200 ,29490.0,Gasolina,Automático,6200.0,2020,Jaén
Mercedes-Benz,A 200 ,29490.0,Gasolina,Automático,4540.0,2020,Jaén
Mercedes-Benz,A 200 ,29490.0,Gasolina,Automático,4270.0,2020,Jaén
Hyundai,i20 1.0 TGDI Essence LE 100,12990.0,Gasolina,Manual,50.0,2020,Jaén
Mercedes-Benz,EQC-400 4MATIC,83000.0,Eléctrico,Automático,4500.0,2020,Murcia
Hyundai,i10 1.0 TECNO 66 5P,10300.0,Gasolina,Manual,1.0,2019,Murcia
Smart,fortwo 1.0 52KW S,8195.0,Gasolina,Manual,77895.0,2016,Valencia
Opel,Combo Life 1.5TD S/S Selective L 100 Selective,18500.0,Diésel,Manual,7808.0,2019,Sevilla
Audi,Q7 design 3.0 TDI ultra quattro 160 kW (218 CV) tiptronic,37900.0,Diésel,Automático,118889.0,2016,Madrid
Audi,A5 sport 2.0 TDI 110 kW (150 CV) S tronic,31500.0,Diésel,Automático,39414.0,2017,Madrid
Audi,Q5 S line 2.0 TDI quattro 140 kW (190 CV) S tronic,35900.0,Diésel,Automático,83532.0,2017,Madrid
Audi,A5 sport 2.0 TDI 110 kW (150 CV) S tronic,30900.0,Diésel,Automático,73750.0,2017,Madrid
Audi,Q3 Black line edition 2.0 TDI S tronic 110 kW (150 CV),25300.0,Diésel,Automático,59092.0,2016,Madrid
Audi,A3 design edition 1.6 TDI 81 kW (110 CV),15900.0,Diésel,Manual,71809.0,2017,Madrid
Seat, 1.4 e-Hybrid DSG 180 kW (245 CV),34900.0,Híbrido,Automático,11.0,2020,Burgos
Audi,Q3 sport edition 2.0 TDI quattro 110 kW (150 CV) S tronic,23500.0,Diésel,Automático,53551.0,2016,Madrid
Audi,A5 S line 2.0 TDI 110 kW (150 CV),29500.0,Diésel,Manual,32829.0,2017,Madrid
Audi,Q3 Black line edition 2.0 TDI quattro 110 kW (150 CV) S tronic,26900.0,Diésel,Automático,62058.0,2017,Madrid
Audi,Q8 50 TDI quattro 210 kW (286 CV) tiptronic,69500.0,Diésel,Automático,54586.0,2018,Madrid
Hyundai,i30 1.0 TGDI Essence 88 kW (120 CV),12990.0,Gasolina,Manual,37782.0,2018,Tarragona
Kia,Niro 1.6 GDi HEV Drive 104 kW (141 CV),24999.0,Híbrido,Automático,10.0,2021,Toledo
Kia,Niro 1.6 GDi HEV Drive 104 kW (141 CV),24999.0,Híbrido,Automático,10.0,2021,Toledo
Kia,Niro 1.6 GDi HEV Drive 104 kW (141 CV),24699.0,Híbrido,Automático,10.0,2021,Toledo
Kia,e-Niro Emotion (Long Range) 150 kW (204 CV),40299.0,Eléctrico,Automático,10.0,2021,Toledo
Kia,Picanto 1.0 DPi Concept 49 kW (67 CV),11399.0,Gasolina,Manual,10.0,2021,Toledo
Audi,Q2 Genuine edition 35 TFSI 110 kW (150 CV) S tronic,32800.0,Gasolina,Automático,1001.0,2021,Barcelona
Kia,Picanto 1.0 DPi Concept 49 kW (67 CV),11399.0,Gasolina,Manual,10.0,2021,Toledo
Ford,Transit Courier Furgon 1.5 TDCI Trend 56 kW (75 CV),14500.0,Diésel,Manual,7.0,2020,Tarragona
Kia,Picanto 1.0 DPi Concept 49 kW (67 CV),11199.0,Gasolina,Manual,10.0,2021,Toledo
Kia,Picanto 1.0 DPi Concept 49 kW (67 CV),11199.0,Gasolina,Manual,10.0,2021,Toledo
Kia,Picanto 1.0 DPi Concept 49 kW (67 CV),10990.0,Gasolina,Manual,10.0,2021,Toledo
Kia,Picanto 1.0 DPi Concept Pack Comfort 49 kW (67 CV),11990.0,Gasolina,Manual,10.0,2021,Toledo
Kia,Picanto 1.0 DPi Concept Pack Comfort 49 kW (67 CV),11899.0,Gasolina,Manual,10.0,2021,Toledo
Nissan,X-Trail 1.6 dCi N-Connecta 96 kW (130 CV),20690.0,Diésel,Manual,46200.0,2018,Toledo
Ford,Fiesta 1.5 TDCI Trend 55 kW (75 CV),9490.0,Diésel,Manual,34000.0,2017,Gerona
Audi,Q2 S line 35 TFSI 110 kW (150 CV) S tronic,33200.0,Gasolina,Automático,1001.0,2021,Barcelona
Peugeot,308 PureTech 110 S&S Allure Pack 81 kW (110 CV),18610.0,Gasolina,Manual,10.0,2021,Toledo
Audi,A1 S line 30 TFSI 81 kW (110 CV),26800.0,Gasolina,Manual,1001.0,2021,Barcelona
Audi,A3 Advanced 30 TFSI 81 kW (110 CV),27300.0,Gasolina,Manual,1001.0,2021,Barcelona
Volkswagen,Polo Advance 1.0 TSI 70 kW (95 CV),13150.0,Gasolina,Manual,34721.0,2018,Madrid
BMW,X3 xDrive20d 140 kW (190 CV),49000.0,Diésel,Automático,10.0,2020,Albacete
MINI,Mini Cooper D 85 kW (116 CV),16900.0,Diésel,Manual,25674.0,2018,Guipúzcoa
Audi,A3 2.0 TDI 110 kW (150 CV) S tronic,21900.0,Diésel,Automático,33705.0,2018,Madrid
Seat, 1.4 e-Hybrid DSG 180 kW (245 CV),34450.0,Híbrido,Automático,17.0,2020,Barcelona
Seat,Tarraco 1.5 TSI S&S Style 110 kW (150 CV),27990.0,Gasolina,Manual,18.0,2020,Madrid
